id;id_str;screen_name;location;description;url;followers_count;friends_count;listedcount;created_at;favourites_count;verified;statuses_count;lang;name;bot
x103210292;x1234739145538334720;AzzamIzzulhaq;Papua - Makkah - Istanbul;Full-time Father & Social Entrepreneur | Part-time CEO & Founder of AMI Group and AMI Foundation | Management's Contact: WA +628114912000 (text only);https://t.co/6uh26DZ1cQ;212057;557;55;03/03/2020 07:15;803;FALSE;9235;in;AzzamIzzulhaq;
x103210292;x1234739143223074816;AzzamIzzulhaq;Papua - Makkah - Istanbul;Full-time Father & Social Entrepreneur | Part-time CEO & Founder of AMI Group and AMI Foundation | Management's Contact: WA +628114912000 (text only);https://t.co/6uh26DZ1cQ;212057;557;55;03/03/2020 07:15;803;FALSE;9235;in;AzzamIzzulhaq;
x1095881873622949888;x1234739137833578496;auroramii__;Anfield;@wannaone_twt | Aurora<U+0001F30C>  | <U+274C>Pumpkin<U+274C>          <U+C6CC><U+B108><U+C6D0> 8 <U+C6CC><U+B108><U+BE14>;;635;986;9;03/03/2020 07:15;25011;FALSE;44544;in;auroramii__;
x976734429392470016;x1234739137007112193;lampungbase;Lampung, Indonesia;akunbase ulun Lampung • sarana untuk cari informasi, teman, loker, dan jodoh (kalo nemu) • gunakan geh! • pengaduan/pp : @akunlaporan;https://t.co/oYzp4uUJmh;1431;399;22;03/03/2020 07:15;15;FALSE;5309;in;lampungbase;
x1223832272043790336;x1234739136747098112;YoonaSima;DKI Jakarta, Indonesia;Jatuh Hati Pada Pembenaran, Patah Hati Pada Kenyataan<U+0001F61D><U+0001F61D>;;17;49;0;03/03/2020 07:15;640;FALSE;730;in;YoonaSima;
x2316593618;x1234739133320290304;FYHR_19;;Tetsudou (+24);;127;450;2;03/03/2020 07:15;1837;FALSE;8147;in;FYHR_19;
x1128141961083273221;x1234739120926126081;yuksiagabencana;Jakarta Capital Region;"<U+0001F1EE><U+0001F1E9> Mari mengenal bencana! #siagabencana

Instagram: @yuksiagabencana
Facebook: https://t.co/AfBgsrkcTq";;88;30;0;03/03/2020 07:15;124;FALSE;461;in;yuksiagabencana;
x2795549376;x1234739116694065152;chillzees;;a passive agressive | makaraku biru<U+0001F929>;https://t.co/ZHbStJ2jW9;182;210;0;03/03/2020 07:15;1372;FALSE;4297;in;chillzees;
x3281265534;x1234739114332839936;HarianKalteng;Kalimantan Tengah, Indonesia;"Citizen Daily | Facebook & Instagram: @hariankalteng
#HarianKalteng #BeritaKalteng";;429;474;4;03/03/2020 07:15;0;FALSE;39205;in;HarianKalteng;
x1215073000472502272;x1234739111006617600;inipastihalu;;;;98;381;1;03/03/2020 07:15;284;FALSE;2933;in;inipastihalu;
x135854105;x1234739109849112576;OkidRX;Jln surapati 235A..0817206274;Kalo akun ini ga aktif berarti @Gugat_Core @remainsstore@karinding_attck@bwolfsmoon@forgotten_official;;1073;717;2;03/03/2020 07:15;18;FALSE;2881;in;OkidRX;
x628299105;x1234739107462438912;irrendraditya1;Depok, Indonesia;sepi kaya kuburan !;;587;171;0;03/03/2020 07:15;184;FALSE;21036;in;irrendraditya1;
x161145681;x1234739098666946562;ahmaddfirman;;Simple;;203;165;2;03/03/2020 07:15;37;FALSE;17356;in;ahmaddfirman;
x1189394411970428929;x1234739102005616640;anti_vir_corona;Di Hatimu;"3 Maret 1924 Runtuhnya Khilafah Islamiyah. 96 Tahun Islam Tanpa Khilafah.

Tetap sabar dan tersenyum...<U+0001F600>";;253;1366;0;03/03/2020 07:15;42;FALSE;1240;in;anti_vir_corona;
x22126902;x1234739095357870081;republikaonline;Jakarta, Indonesia;"Akun Resmi Republika Online I Info Buku Republika? Cek @bukurepublika

#DariRepublika";https://t.co/La76PKicQX;1218025;56;2864;03/03/2020 07:15;961;TRUE;1444289;in;republikaonline;
x1209171900988944389;x1234739091100422144;Cappuzccino;samarinda;malu maluin bgsd;https://t.co/A8ZxnUGgWQ;414;597;1;03/03/2020 07:15;3365;FALSE;1850;in;Cappuzccino;
x1229749686853963777;x1234739083470966784;nurhayatiswast1;;butu camilan jaman old mielidi, kulit kebab bisa check @mielidisurabaya_;;8;16;0;03/03/2020 07:15;2;FALSE;20;in;nurhayatiswast1;
x532147091;x1234739079041843201;Farelalenka;Old Trafford ;"Hidup kadang dibawah
kadang dibawah banget
klo diatas udah mager kebawah";;421;232;1;03/03/2020 07:15;68;FALSE;12864;in;Farelalenka;
x1182971829855473664;x1234739077666131969;DMenfess1;Trigger word : DOR!;Sub base @DMenfess — Gunakan triggerword Dor! ketika mengirim menfess agar terpost automatis. Patuhi rules! Pengaduan ke @dorcxrs;https://t.co/HUrCq2FZ8i;21616;1617;167;03/03/2020 07:15;6;FALSE;10090;in;DMenfess1;
x2823527402;x1234739070233792513;sriastuti00;Yogyakarta, Indonesia;;;324;465;1;03/03/2020 07:15;3293;FALSE;7225;in;sriastuti00;
x813227901571080192;x1234739065150308352;Posyandu48;WARNING: KONTEN 17++;Daily Info about 48 Group;;2644;766;16;03/03/2020 07:15;342;FALSE;31361;in;Posyandu48;
x1145876524689571841;x1234739064068116480;jojijojihahaha;Damansara, Selangor;i'm ugly r u okay with that?;https://t.co/i6ro8oMIRy;353;283;0;03/03/2020 07:15;20752;FALSE;7621;in;jojijojihahaha;
x1214041368537944064;x1234739057088815104;V_lkyri3;;Just for fun;;3;23;0;03/03/2020 07:15;6;FALSE;87;in;V_lkyri3;
x1080289171334295552;x1234739052894543872;IslandBeby;DKI Jakarta, Indonesia;"BERAMBISI DALAM BERPOLITIK ITU WAJAR
SELAMA MASIH BISA MENGINSYAFI BATASAN ETIKA



(UNIV INDONESIA*FISIP*ILMU POLITIK)";;3899;2931;1;03/03/2020 07:15;5049;FALSE;24584;in;IslandBeby;
x2340155395;x1234739051137130498;suaradotcom;Jakarta Capital Region;Indonesian news portal, independent, impartial and most credible.;https://t.co/2XRDRrYJ2U;24334;31;104;03/03/2020 07:15;41;TRUE;382316;in;suaradotcom;
x2340155395;x1234739048490516480;suaradotcom;Jakarta Capital Region;Indonesian news portal, independent, impartial and most credible.;https://t.co/2XRDRrYJ2U;24334;31;104;03/03/2020 07:15;41;TRUE;382316;in;suaradotcom;
x2882200423;x1234739046942822400;DedenNajih;Bogor Timur, West Java;;;34;142;0;03/03/2020 07:15;2;FALSE;11307;in;DedenNajih;
x1970405209;x1234739046313680898;widi_septiaw;Indonesia;Aku suka ngebacot disini... udah tak kandani lho ya... jangan ngeluh kalo aku suka nyampah di TL mu;;386;252;2;03/03/2020 07:15;3104;FALSE;6030;in;widi_septiaw;
x955972438612848640;x1234739046837972993;jazzyrrr;;;;94;122;0;03/03/2020 07:15;20687;FALSE;3241;in;jazzyrrr;
x990237626;x1234739040231968769;rmol_id;Indonesia;Kantor Berita RMOL menjaga kesadaran sejarah, menjaga Indonesia. https://t.co/UwUOqcWdMe;https://t.co/UwUOqcWdMe;168857;311;175;03/03/2020 07:15;1675;FALSE;334498;in;rmol_id;
x2208471464;x1234739038302527490;harian_sib;;;;1449;15;9;03/03/2020 07:15;3;FALSE;105573;in;harian_sib;
x177084452;x1234739032002908162;RadioSmartFM;Jl. Kebahagiaan No.4-14Jakarta;"#1 BUSINESS&INSPIRATION RADIO NETWORK  | Jkt 95,9 |Sby 88.9|Plb 101,8|Medan 101,8|Bjm 101,1|Bpp 97,8|Mksr 101,1|Mdo101,2 |Indvsn 507
021-6337783";https://t.co/b6VT8R87VZ;14210;626;104;03/03/2020 07:15;1008;FALSE;100191;in;RadioSmartFM;
x1079594878768541702;x1234739031877062656;nisafandanu;Tasikmalaya, Indonesia;Kerja giat, sholat gak boleh telat;;1005;1024;0;03/03/2020 07:15;1522;FALSE;7575;in;nisafandanu;
x1102340787054895104;x1234739017486200832;aurinjsmne;Bdg-Krw-Bgr;chemistry and history enthusiast. i'm a short gurl.;;19;69;0;03/03/2020 07:14;787;FALSE;844;in;aurinjsmne;
x2421788773;x1234739009508663296;Antara_Kalteng;Jl. RTA Milono Km 2,5 Palangka;Terdepan dan Terpercaya Dalam Pemberitaan Kalteng. Kontak antarakalteng@gmail.com Telp (0536) 3221471;http://t.co/5dNprXnWRO;4658;876;19;03/03/2020 07:14;373;FALSE;83382;in;Antara_Kalteng;
x1233269628115177473;x1234739007071801345;Jejehope25;;;;3;44;0;03/03/2020 07:14;25;FALSE;232;in;Jejehope25;
x224988752;x1234739005637292032;adjiooch;Loading...;0;https://t.co/oVBPRktWJi;221;186;0;03/03/2020 07:14;42;FALSE;6886;in;adjiooch;
x2777886164;x1234739001665429504;bappedajabar;Bandung;Akun Resmi Humas Bappeda Provinsi Jawa Barat| Jl. Ir. H.Djuanda No.287| public@bappeda.jabarprov.go.id| (022) 2516061 Fax (022) 2510731;https://t.co/jI3g9dPkCF;4297;164;7;03/03/2020 07:14;377;FALSE;4801;in;bappedajabar;
x1177534375946113024;x1234739000826462209;kemala_la;;Javanese;;4;5;0;03/03/2020 07:14;3;FALSE;79;in;kemala_la;
x2834690022;x1234738999790407680;arirang206;;Hidup ini seperti kopi susu...ngak salah emang nikmatnya;;873;845;1;03/03/2020 07:14;962;FALSE;2916;in;arirang206;
x241456152;x1234738990374211585;wokayokay;West Region, Singapore;leehangyul fan account;;535;30;14;03/03/2020 07:14;258930;FALSE;125069;in;wokayokay;
x952563901715038208;x1234738977271214082;yaudahahah23;sunyi, gelap dan tenang;introvert yg berusaha melawan keintrovert-annya sendiri.;;24;233;0;03/03/2020 07:14;916;FALSE;221;in;yaudahahah23;
x196526879;x1234738977384456192;AboeDzaki;Jakarta;StainlessSteelSpecialist - KitchenSet - Interior;;368;1131;1;03/03/2020 07:14;10373;FALSE;12171;in;AboeDzaki;
x205287653;x1234738974683385856;ElshintaDotcom;Indonesia;Official Twitter of News and Information Online https://t.co/JhNwRfjnDk. Developed and managed by CFI Corp @CFICorp;https://t.co/LvlCi5lgPv;27939;1117;54;03/03/2020 07:14;1412;FALSE;210335;in;ElshintaDotcom;
x1216661509117374464;x1234738969419497472;intelmeow;;Imma cat lovaa<U+0001F408>;;1;90;0;03/03/2020 07:14;118;FALSE;29;in;intelmeow;
x1006054070077964289;x1234738963396456448;ElshintaTegal_;Tegal, Jawa Tengah;Official Twitter of Radio Elshinta Tegal | Jl. Ki Hajar Dewantoro, Sumurpanggang, Kota Tegal | Telp: (0283) 310999 | SMS: 0811806543;https://t.co/YQ0SZt4hYd;41;12;0;03/03/2020 07:14;0;FALSE;1798;in;ElshintaTegal_;
x1106180707712303104;x1234738961848778752;cinamelayuu;Kalimantan Barat, Indonesia;Aku kalo ketawa mataku ilang;https://t.co/He0siZQceD;1111;804;2;03/03/2020 07:14;31204;FALSE;4390;in;cinamelayuu;
x3470969719;x1234738951736266752;teresiasara;;;;171;118;0;03/03/2020 07:14;5695;FALSE;4138;in;teresiasara;
x1095881873622949888;x1234738946627665920;auroramii__;Anfield;@wannaone_twt | Aurora<U+0001F30C>  | <U+274C>Pumpkin<U+274C>          <U+C6CC><U+B108><U+C6D0> 8 <U+C6CC><U+B108><U+BE14>;;635;986;9;03/03/2020 07:14;25011;FALSE;44544;in;auroramii__;
x83839325;x1234738941556772866;reycaffeine;Jakarta Capital Region;"I'm Barista
suka nonton
suka jalan
rep aja jgn di liat2 <U+0001F601><U+0001F601><U+0001F601>";;435;861;2;03/03/2020 07:14;1153;FALSE;4424;in;reycaffeine;
x46718295;x1234738939665227776;BudiTyas;Semak2;Penikmat embun pucuk daun. Pemikiran pagi, diterangi ufuk yang hangat berbagi.;;1543;223;3;03/03/2020 07:14;402;FALSE;12074;in;BudiTyas;
x994427060;x1234738936452268032;rizalsbaharie;West java;<U+260E><U+FE0F>+6285863555145 l telegram : rizalhondamobilsukabumi l ig : @rizalsaefulbaharie_ / @dealerhondamobilsukabumi /@rizalsaefulbaharie23 / @rizalsaepulbaharie1985;https://t.co/1ttCrSSHsi;48;384;2;03/03/2020 07:14;102;FALSE;1041;in;rizalsbaharie;
x124171593;x1234738924733521920;tribunnews;Indonesia;"Twitter resmi https://t.co/rPOl9T6Yb5.
Download aplikasi Tribunnews untuk mendapatkan berita terkini https://t.co/XzdN5toanx…
Email: redaksi@tribunnews.com";https://t.co/GrHenLSgDH;886947;516;1147;03/03/2020 07:14;981;FALSE;631740;in;tribunnews;
x118646322;x1234738916478971906;Bisniscom;Jakarta, Indonesia;Akun resmi https://t.co/smhwo8PoSD. Berita, analisis serta navigasi bisnis dan investasi dari Harian Bisnis Indonesia;https://t.co/TOEvCg9kWE;993972;35;1144;03/03/2020 07:14;303;TRUE;1157429;in;Bisniscom;
x275487233;x1234738916122480641;bisnisindgroup;Wisma Bisnis Indonesia;Official Twitter Corporate Bisnis Indonesia Group | Integrated Media Solutions For Your Business;https://t.co/TdnXVY1kX7;7367;13;17;03/03/2020 07:14;19;FALSE;28786;in;bisnisindgroup;
x461987580;x1234738915505889284;Kabar24;;"Akun resmi http://t.co/ki2GRKlvYe, portal berita terkini, info lifestyle, dan aneka tips | Mencerahkan. Menghibur. | 

email: redaksi@kabar24.com";http://t.co/96dSffT8Gh;20185;37;70;03/03/2020 07:14;31;FALSE;223286;in;Kabar24;
x930635370714165249;x1234738912431616001;neptoonus;;rawr;;129;256;0;03/03/2020 07:14;2288;FALSE;1006;in;neptoonus;
x2610776592;x1234738911328403456;harrisakhmar;;<U+0001F608>;;39;62;0;03/03/2020 07:14;57;FALSE;397;in;harrisakhmar;
x709302061;x1234738912376967168;nayza1212;Indonesia;Simpatisan partai dan politikus akal sehat;;72;198;0;03/03/2020 07:14;695;FALSE;6431;in;nayza1212;
x1230497091434184704;x1234738907637415938;tiyas91104334;Blitar;ibaratnya lu itu tai;;0;57;0;03/03/2020 07:14;62;FALSE;1;in;tiyas91104334;
x178367760;x1234738903698927616;adisaelangi_id;;Rakyat Oposisi || Bukan Oportunis.;;1892;846;0;03/03/2020 07:14;2739;FALSE;2459;in;adisaelangi_id;
x124171593;x1234738895465611264;tribunnews;Indonesia;"Twitter resmi https://t.co/rPOl9T6Yb5.
Download aplikasi Tribunnews untuk mendapatkan berita terkini https://t.co/XzdN5toanx…
Email: redaksi@tribunnews.com";https://t.co/GrHenLSgDH;886947;516;1147;03/03/2020 07:14;981;FALSE;631740;in;tribunnews;
x1217344331125673984;x1234738895192907776;Natasya_jessy;jakarta ;what we gonna do today;;429;400;0;03/03/2020 07:14;292;FALSE;311;in;Natasya_jessy;
x1195486076351082498;x1234738887043375104;Pang5_Sultan;;SAYA PANCASILA TAPI SAYA MUSLIM;;13;133;0;03/03/2020 07:14;683;FALSE;327;in;Pang5_Sultan;
x2167998595;x1234738882664525824;aboamroe;;;;234;978;1;03/03/2020 07:14;411;FALSE;524;in;aboamroe;
x94770731;x1234738874171084803;lsjm22;Theater of Dreams;Cogito ergo sum.;;324;283;1;03/03/2020 07:14;361;FALSE;43883;in;lsjm22;
x1081547835827400704;x1234738869733642240;filennn;Jakarta Capital Region;your favorite girl;;1053;892;0;03/03/2020 07:14;1131;FALSE;7197;in;filennn;
x1106784856619417601;x1234738869683326976;SiscaaaAbel;Cimahi Tengah, Indonesia;I promise u i luv youuu;;2015;1970;0;03/03/2020 07:14;4742;FALSE;15850;in;SiscaaaAbel;
x85030130;x1234738861646864384;yudi_pr;Pangkalpinang - Bangka;Bekerja di Keuskupan Pangkalpinang  INDONESIA;https://t.co/TJNZ4c9e2O;97;365;0;03/03/2020 07:14;19;FALSE;1362;in;yudi_pr;
x62432512;x1234738857779720192;hansaaaaaa;Besar di Jogja, tua di jalan;Easy like sunday morning;;1384;913;12;03/03/2020 07:14;258;FALSE;80745;in;hansaaaaaa;
x1653059690;x1234738852935323648;rethawrn;;<U+0001F31E>;https://t.co/t1zUfPrLVh;166;95;0;03/03/2020 07:14;155;FALSE;1299;in;rethawrn;
x2325411608;x1234738845737816064;NovelBarimbing;Jakarta Selatan, DKI Jakarta;Simpati tak berkesudahan | Gapeksindo | Rumah Kreasi Jokowi;;652;323;1;03/03/2020 07:14;303;FALSE;8860;in;NovelBarimbing;
x1103671584089206784;x1234738843569422336;septiaaaaaaaa;Indonesia;aku gak mau tau!;;228;302;0;03/03/2020 07:14;970;FALSE;1168;in;septiaaaaaaaa;
x1105870263055409154;x1234738834161557505;Rugger_Bloke;;evolve primitive brain;;32;64;0;03/03/2020 07:14;416;FALSE;910;in;Rugger_Bloke;
x1233401534156693506;x1234738832592887808;IqbalUbaidilla6;;Kata Gua!!!;;1;10;0;03/03/2020 07:14;5;FALSE;2;in;IqbalUbaidilla6;
x237226049;x1234738829547859969;alfian_ysh;Bogor, Jawa Barat;;;676;668;1;03/03/2020 07:14;395;FALSE;12190;in;alfian_ysh;
x337690174;x1234738822971215872;agungmip;Kota Malang, Jawa Timur;Brawijaya University-political science;;462;658;1;03/03/2020 07:14;635;FALSE;10178;in;agungmip;
x1120163021601435650;x1234738821071171584;damai_3;Bandung;Vox Populi;;5667;1787;1;03/03/2020 07:14;1857;FALSE;2153;in;damai_3;
x359346142;x1234738817497624577;andesshhh;<U+05E4><U+05DC><U+05E0><U+05D8> <U+05D0><U+05D9><U+05D9><U+05E8>;<U+0001D63F><U+0001D65A><U+0001D668><U+0001D665><U+0001D65A><U+0001D667><U+0001D656><U+0001D669><U+0001D65A> <U+0001D64F><U+0001D65E><U+0001D662><U+0001D65A><U+0001D668>...... <U+0001D63F><U+0001D65A><U+0001D668><U+0001D665><U+0001D65A><U+0001D667><U+0001D656><U+0001D669><U+0001D65A> <U+0001D648><U+0001D65A><U+0001D656><U+0001D668><U+0001D66A><U+0001D667><U+0001D65A><U+0001D668>....;https://t.co/Ww3XF6s0dx;5307;560;12;03/03/2020 07:14;11195;FALSE;60315;in;andesshhh;
x2208471464;x1234738815819866112;harian_sib;;;;1449;15;9;03/03/2020 07:14;3;FALSE;105573;in;harian_sib;
x554919500;x1234738815056539655;bayoomp3;271;Tak pernah berhenti bertindak sesuka hati;;418;848;2;03/03/2020 07:14;571;FALSE;22775;in;bayoomp3;
x18720169;x1234738814301671424;Nayvan;PH;"un indonesio que ama el fútbol, el cine y el Chelsea FC. Views are mine. ""There was no other way.""";https://t.co/xwZm1izUz9;1202;662;32;03/03/2020 07:14;5127;FALSE;100024;in;Nayvan;
x1180825246439333888;x1234738801274023936;Jean_Aprilia97;Bangkok, Thailand;"<U+0001F32C>Kritis Bukan karena Benci tapi  itu bagian dari Demokrasi<U+0001F538> Politik adlh pandangan,Korea adlh Hobi<U+0001F538>WI*ZONE<U+0001F49E> <U+0001F538> DRAKOR<U+0001F495>
<U+0001F538>IG : jean_aprilia97";https://t.co/EYr2FMQtOP;11869;2132;5;03/03/2020 07:14;6594;FALSE;3230;in;Jean_Aprilia97;
x1217344331125673984;x1234738797645975552;Natasya_jessy;jakarta ;what we gonna do today;;429;400;0;03/03/2020 07:14;292;FALSE;311;in;Natasya_jessy;
x503885820;x1234738796635123712;gotte4;Jakarta Capital Region, Indone;democratic and religious;;408;494;0;03/03/2020 07:14;16097;FALSE;14488;in;gotte4;
x1028495344747786246;x1234738795901095938;apaandahlupada;Indonesia;barisan anti bucin nasional | malu bercanda, sesat di jalan;;154;200;0;03/03/2020 07:14;24;FALSE;980;in;apaandahlupada;
x203550424;x1234738795569762304;lafuanfsy;Mars;;;481;340;1;03/03/2020 07:14;1048;FALSE;43794;in;lafuanfsy;
x990487578;x1234738793376141312;mhmmdisamfti_;Jakarta, Indonesia;Lord God of Hosts, Please be With Us <U+0001F64F> || The Rocket <U+041A><U+0430><U+0442><U+044E><U+0448><U+0430> - <U+30AB><U+30C1><U+30E5><U+30A6><U+30B7><U+30E3>;https://t.co/1KkpomDh5B;131;201;0;03/03/2020 07:14;1334;FALSE;7534;in;mhmmdisamfti_;
x1151475219556515842;x1234738786401046529;caramelinme;from jkt to sby;dont judge book by its cover. ikonic. day6 enthu. directioners. This acc is ca and also fa;;57;127;0;03/03/2020 07:14;300;FALSE;2377;in;caramelinme;
x738538774393585664;x1234738775802048513;AishaFauziaJ;Indonesia;;;35;110;0;03/03/2020 07:13;390;FALSE;37;in;AishaFauziaJ;
x418540325;x1234738775269482496;fxstreetnewsid;Indonesia;Berita Forex real time 24/5. Meliput Forex sejak 2000. Lihat Berita Forex Indonesia di sini.;https://t.co/akLXynhh8z;4793;167;80;03/03/2020 07:13;20;FALSE;128148;in;fxstreetnewsid;
x124171593;x1234738772446793730;tribunnews;Indonesia;"Twitter resmi https://t.co/rPOl9T6Yb5.
Download aplikasi Tribunnews untuk mendapatkan berita terkini https://t.co/XzdN5toanx…
Email: redaksi@tribunnews.com";https://t.co/GrHenLSgDH;886947;516;1147;03/03/2020 07:13;981;FALSE;631740;in;tribunnews;
x1234528415497146377;x1234738765316284416;cartoonnetwew;;;;0;3;0;03/03/2020 07:13;0;FALSE;1;in;cartoonnetwew;
